"(PDH-CSV 4.0) (","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_10712_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_11024_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_11332_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_12936_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_1316_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_13528_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_13896_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_14244_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_14832_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_1536_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_15432_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_16680_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_16808_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_17000_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_17436_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_19616_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_19664_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_19664_luid_0x00000000_0x0000F3D9_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_2012_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_2012_luid_0x00000000_0x0000F3D9_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_2548_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_2548_luid_0x00000000_0x0000F3D9_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_2784_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_2868_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_4_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_4_luid_0x00000000_0x0000F3D9_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_5132_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_5208_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_5348_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_5348_luid_0x00000000_0x0000F3D9_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_5960_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_7884_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_7912_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_8716_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_9136_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_9284_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_9556_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_9556_luid_0x00000000_0x0000F3D9_phys_0)\Dedicated Usage","\\DESKTOP-MV9J2SD\GPU Process Memory(pid_9568_luid_0x00000000_0x0000D6CC_phys_0)\Dedicated Usage"
"08/25/2026 18:16:53.139","60596224","54853632","43995136","27037696","48918528","18972672","117497856","130142208","90517504","24354816","60833792","120107008","25333760","116002816","18771968","10076160","63504384","0","475201536","0","296726528","0","108277760","89587712","4235264","0","10436608","90746880","115462144","0","10436608","0","120352768","89751552","0","111579136","14049280","0","15949824"
